time,Open,High,Low,Close,Volume
2026-04-08 11:45:00+00:00,2240.42,2243.54,2238.21,2242.61,29797.809
2026-04-08 11:50:00+00:00,2242.61,2247.79,2242.6,2247.23,10136.165
2026-04-08 11:55:00+00:00,2247.23,2247.35,2246.0,2246.53,6535.524
2026-04-08 12:00:00+00:00,2246.53,2250.4,2246.53,2249.05,13524.787
2026-04-08 12:05:00+00:00,2249.04,2251.41,2248.37,2249.1,10103.022
2026-04-08 12:10:00+00:00,2249.1,2253.0,2248.57,2252.9,10028.157
2026-04-08 12:15:00+00:00,2252.9,2253.72,2247.63,2248.34,13351.421
2026-04-08 12:20:00+00:00,2248.35,2249.45,2241.28,2244.9,23526.304
2026-04-08 12:25:00+00:00,2244.89,2247.99,2243.85,2247.1,6127.142
2026-04-08 12:30:00+00:00,2247.1,2252.91,2246.51,2250.91,8085.377
2026-04-08 12:35:00+00:00,2250.91,2255.5,2250.9,2253.1,20382.246
2026-04-08 12:40:00+00:00,2253.11,2254.5,2251.5,2253.59,6775.917
